234	negative
235	negative
236	objective
237	objective
238	objective
239	negative
240	objective
241	objective
242	objective
243	negative
252	objective
253	objective
254	positive
255	negative
256	objective
257	negative
258	objective
259	negative
260	negative
261	objective
262	objective
263	objective
264	negative
265	negative
266	objective
267	objective
268	objective
269	objective
270	objective
271	objective
272	objective
273	negative
274	negative
275	negative
276	objective
277	objective
278	objective
279	objective
280	negative
281	objective
282	objective
283	objective
284	objective
285	mixed
286	negative
287	objective
288	objective
289	objective
290	objective
291	negative
292	negative
293	objective
294	negative
295	mixed
296	negative
297	objective
298	positive
299	objective
300	positive
301	objective
302	objective
303	objective
304	objective
305	objective
306	objective
307	objective
308	objective
309	negative
310	objective
311	mixed
312	negative
313	mixed
314	negative
315	objective
316	negative
317	negative
318	objective
319	negative
320	objective
321	objective
322	positive
323	positive
324	positive
325	positive
326	positive
327	positive
328	positive
329	objective
330	positive
331	positive
332	positive
333	objective
334	positive
335	positive
336	positive
337	objective
338	objective
339	negative
340	objective
341	positive
342	objective
343	objective
344	objective
345	positive
346	positive
347	objective
348	negative
349	objective
350	negative
351	negative
352	objective
353	objective
354	objective
355	objective
356	objective
357	objective
358	positive
359	objective
360	positive
361	negative
362	objective
363	objective
364	negative
365	mixed
366	positive
367	positive
368	mixed
369	negative
370	negative
371	negative
372	negative
373	objective
374	objective
375	negative
376	mixed
377	negative
378	negative
379	negative
380	objective
381	objective
382	negative
383	negative
384	objective
385	negative
386	negative
387	negative
388	objective
389	negative
390	objective
391	objective
392	objective
393	objective
394	objective
395	objective
396	objective
397	negative
398	negative
399	objective
400	negative
401	objective
402	objective
403	objective
404	objective
405	objective
406	objective
407	objective
408	objective
409	negative
410	objective
411	negative
412	objective
413	negative
414	objective
415	negative
416	objective
417	objective
418	negative
419	objective
420	negative
421	objective
422	negative
423	negative
424	objective
425	objective
426	objective
427	objective
428	negative
429	objective
430	objective
431	objective
432	negative
433	negative
434	objective
435	negative
436	objective
437	objective
438	negative
439	objective
440	negative
441	objective
442	objective
443	negative
444	objective
445	objective
446	negative
447	objective
448	objective
449	objective
450	objective
451	objective
452	negative
453	negative
454	objective
455	negative
456	objective
457	negative
458	objective
459	negative
460	negative
461	objective
462	objective
463	objective
464	objective
465	negative
466	objective
467	objective
468	objective
469	objective
470	objective
471	objective
472	objective
473	objective
474	negative
475	objective
476	negative
477	negative
478	objective
479	objective
480	negative
481	objective
482	objective
483	objective
484	negative
485	negative
486	negative
487	objective
488	objective
489	objective
490	negative
491	objective
492	negative
493	objective
494	objective
495	objective
496	objective
503	negative
504	objective
505	objective
506	negative
507	objective
508	objective
509	negative
510	negative
511	objective
512	objective
513	objective
514	objective
515	objective
516	objective
517	objective
518	negative
519	objective
520	objective
521	objective
522	negative
523	objective
524	objective
525	objective
526	objective
527	negative
528	negative
529	objective
530	objective
531	objective
532	objective
533	negative
534	objective
535	objective
536	negative
537	objective
538	negative
539	objective
540	objective
541	objective
542	objective
543	objective
544	negative
545	objective
546	objective
547	negative
548	objective
549	objective
550	objective
551	objective
552	objective
553	objective
554	objective
555	negative
556	negative
557	objective
558	objective
559	objective
560	objective
561	objective
562	objective
563	objective
564	objective
565	objective
566	objective
567	objective
568	negative
569	objective
570	objective
571	objective
572	negative
573	objective
574	negative
575	objective
576	objective
577	objective
578	negative
579	objective
580	objective
581	objective
582	objective
583	negative
584	objective
585	objective
586	objective
587	objective
588	negative
589	objective
590	objective
591	objective
592	objective
593	objective
594	objective
595	negative
596	negative
597	objective
598	objective
599	objective
600	objective
601	objective
602	positive
603	objective
604	objective
605	objective
606	objective
607	objective
608	objective
609	negative
610	negative
611	objective
612	objective
613	objective
614	negative
615	objective
616	objective
617	objective
618	positive
619	negative
620	negative
621	negative
622	negative
623	negative
624	negative
625	negative
626	negative
627	positive
628	negative
629	positive
630	negative
631	negative
632	negative
633	negative
634	objective
635	objective
636	objective
637	objective
638	objective
639	objective
640	negative
641	negative
642	negative
643	positive
644	negative
645	objective
646	objective
647	negative
648	objective
649	objective
650	objective
651	objective
652	objective
653	objective
654	objective
655	objective
656	objective
657	objective
658	objective
659	objective
660	objective
661	objective
662	negative
663	objective
664	objective
665	negative
666	negative
667	objective
668	objective
672	negative
673	negative
674	objective
675	objective
676	objective
677	objective
678	objective
679	objective
680	objective
681	objective
682	objective
683	negative
684	negative
685	objective
686	negative
687	objective
688	negative
689	objective
690	objective
691	objective
692	negative
693	negative
694	negative
695	objective
696	objective
697	objective
698	objective
699	negative
700	objective
701	objective
702	objective
703	objective
704	negative
705	objective
706	negative
707	objective
708	negative
709	objective
710	objective
711	objective
712	objective
713	objective
714	negative
715	objective
716	objective
717	objective
718	objective
719	negative
720	positive
721	objective
722	objective
723	objective
724	negative
725	negative
726	objective
727	objective
728	negative
729	objective
730	negative
731	objective
732	negative
733	negative
734	negative
735	objective
736	objective
737	objective
738	objective
739	positive
740	objective
741	objective
742	objective
743	objective
744	negative
745	objective
746	objective
747	objective
748	objective
749	objective
750	negative
751	negative
752	objective
753	objective
754	objective
755	objective
756	objective
757	objective
758	objective
759	objective
760	objective
761	negative
762	negative
763	objective
764	objective
765	negative
766	objective
767	positive
768	objective
769	negative
770	negative
771	negative
772	objective
773	negative
774	objective
775	objective
776	negative
777	objective
778	negative
779	positive
780	objective
781	objective
782	mixed
783	negative
784	objective
785	objective
786	negative
787	negative
788	objective
789	negative
790	objective
791	objective
792	negative
793	objective
794	negative
795	objective
796	positive
797	negative
798	negative
799	objective
800	positive
801	negative
802	negative
803	objective
804	objective
805	objective
806	objective
807	positive
808	negative
809	positive
810	positive
811	objective
812	objective
813	negative
814	negative
815	negative
816	negative
817	positive
818	objective
819	negative
820	negative
821	negative
822	positive
823	negative
824	positive
825	negative
826	negative
827	negative
828	positive
829	negative
830	positive
831	negative
832	negative
833	negative
834	negative
835	negative
836	negative
837	positive
838	positive
839	negative
840	negative
841	negative
842	positive
843	mixed
844	objective
845	negative
846	negative
847	negative
848	negative
849	negative
850	negative
851	positive
852	mixed
853	positive
854	objective
855	positive
856	negative
857	positive
858	negative
859	negative
860	negative
861	positive
862	negative
863	positive
864	negative
865	negative
866	negative
867	positive
868	positive
869	negative
870	mixed
871	negative
872	positive
873	negative
874	objective
875	negative
876	negative
877	positive
878	objective
879	positive
880	negative
881	positive
882	negative
883	objective
884	positive
885	negative
886	positive
887	negative
888	negative
889	positive
890	objective
891	objective
892	positive
893	negative
894	positive
895	objective
896	negative
897	positive
898	negative
899	negative
900	positive
901	positive
902	negative
903	objective
904	objective
905	positive
906	positive
907	negative
908	objective
909	objective
910	positive
911	positive
912	negative
913	negative
914	positive
915	negative
916	negative
917	positive
918	positive
919	negative
920	negative
921	negative
922	positive
923	negative
924	negative
925	negative
926	negative
927	negative
928	negative
929	objective
930	positive
931	positive
932	positive
933	negative
934	negative
935	positive
936	negative
937	negative
938	negative
939	negative
940	positive
941	positive
942	objective
943	positive
944	objective
945	negative
946	negative
947	negative
948	positive
949	positive
950	negative
951	negative
952	negative
953	negative
954	negative
955	negative
956	negative
957	objective
958	positive
959	negative
960	negative
961	negative
962	objective
963	positive
964	negative
965	negative
966	negative
967	negative
968	positive
969	mixed
970	positive
971	negative
972	negative
973	positive
974	negative
975	objective
976	positive
